"","ID","Name","Age","Boarded","Position","Lifeboat","Body","Sex","Class","Group","Survived","Adult","cClass0","cClass1","cClass2","cClass3","cSex","cSurvived","cAdult"
"430",430,"Harbeck, Mr. William H.",44,"S","2classPass","","1","m",2,"2class",0,"1",0,320,108,0,175,238,843
"431",431,"Harper, The Reverend John",39,"S","2classPass","","0","m",2,"2class",0,"1",0,320,109,0,175,238,845
"432",432,"Harper, Miss Annie Jessie ""Nina""",6,"S","2classPass","11","0","f",2,"2class",1,"0",0,320,110,0,176,239,846
"433",433,"Harris, Mr. George",62,"S","2classPass","15","0","m",2,"2class",1,"1",0,320,111,0,176,240,848
"434",434,"Harris, Mr. Walter",30,"S","2classPass","","0","m",2,"2class",0,"1",0,320,112,0,176,240,850
"435",435,"Hart, Mr. Benjamin",47,"S","2classPass","","0","m",2,"2class",0,"1",0,320,113,0,176,240,852
"436",436,"Hart, Mrs. Esther Ada (née Bloomfield)",48,"S","2classPass","14","0","f",2,"2class",1,"1",0,320,114,0,177,241,854
"437",437,"Hart, Miss Eva Miriam",7,"S","2classPass","14","0","f",2,"2class",1,"0",0,320,115,0,178,242,855
"438",438,"Hartley, Mr. Wallace Henry",33,"S","2classPass","","1","m",2,"2class",0,"1",0,320,116,0,178,242,857
"439",439,"Herman, Mr. Samuel",49,"S","2classPass","","0","m",2,"2class",0,"1",0,320,117,0,178,242,859
"440",440,"Herman, Mrs. Jane (née Laver)",48,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,118,0,179,243,861
"441",441,"Herman, Miss Alice",24,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,119,0,180,244,863
"442",442,"Herman, Miss Kate",24,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,120,0,181,245,865
"443",443,"Hewlett, Mrs. Mary Dunbar (née Kingcome)",56,"S","2classPass","13","0","f",2,"2class",1,"1",0,320,121,0,182,246,867
"444",444,"Hickman, Mr. Lewis",30,"S","2classPass","","1","m",2,"2class",0,"1",0,320,122,0,182,246,869
"445",445,"Hickman, Mr. Leonard Mark",24,"S","2classPass","","0","m",2,"2class",0,"1",0,320,123,0,182,246,871
"446",446,"Hickman, Mr. Stanley George",20,"S","2classPass","","0","m",2,"2class",0,"1",0,320,124,0,182,246,873
"447",447,"Hiltunen, Miss Martta",18,"S","2classPass","","0","f",2,"2class",0,"1",0,320,125,0,183,246,875
"448",448,"Hocking, Mrs. Elizabeth ""Eliza"" (née Neads)",54,"S","2classPass","4","0","f",2,"2class",1,"1",0,320,126,0,184,247,877
"449",449,"Hocking, Mr. Richard George",23,"S","2classPass","","0","m",2,"2class",0,"1",0,320,127,0,184,247,879
"450",450,"Hocking, Miss Ellen ""Nellie""",20,"S","2classPass","4","0","f",2,"2class",1,"1",0,320,128,0,185,248,881
"451",451,"Hocking, Mr. Samuel James Metcalfe",36,"S","2classPass","","0","m",2,"2class",0,"1",0,320,129,0,185,248,883
"452",452,"Hodges, Mr. Henry Price",50,"S","2classPass","","1","m",2,"2class",0,"1",0,320,130,0,185,248,885
"453",453,"Hold, Mr. Stephen",44,"S","2classPass","","0","m",2,"2class",0,"1",0,320,131,0,185,248,887
"454",454,"Hold, Mrs. Annie Margaret (née Hill)",29,"S","2classPass","10","0","f",2,"2class",1,"1",0,320,132,0,186,249,889
"455",455,"Hood, Mr. Ambrose Jr.",21,"S","2classPass","","0","m",2,"2class",0,"1",0,320,133,0,186,249,891
"456",456,"Hosono, Mr. Masabumi",41,"S","2classPass","10","0","m",2,"2class",1,"1",0,320,134,0,186,250,893
"457",457,"Howard, Mr. Benjamin",63,"S","2classPass","","0","m",2,"2class",0,"1",0,320,135,0,186,250,895
"458",458,"Howard, Mrs. Ellen Truelove (née Arman)",60,"S","2classPass","","0","f",2,"2class",0,"1",0,320,136,0,187,250,897
"459",459,"Hume, Mr. John Law ""Jock""",21,"S","2classPass","","1","m",2,"2class",0,"1",0,320,137,0,187,250,899
"460",460,"Hunt, Mr. George Henry",33,"S","2classPass","","0","m",2,"2class",0,"1",0,320,138,0,187,250,901
"461",461,"Ilett, Miss Bertha",17,"S","2classPass","?","0","f",2,"2class",1,"1",0,320,139,0,188,251,903
"462",462,"Jacobsohn, Mr. Sidney Samuel",40,"S","2classPass","","0","m",2,"2class",0,"1",0,320,140,0,188,251,905
"463",463,"Jacobsohn, Mrs. Amy Frances Christy (née Cohen)",24,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,141,0,189,252,907
"464",464,"Jarvis, Mr. Denzil John",47,"S","2classPass","","0","m",2,"2class",0,"1",0,320,142,0,189,252,909
"465",465,"Jefferys, Mr. Clifford Thomas",24,"S","2classPass","","0","m",2,"2class",0,"1",0,320,143,0,189,252,911
"466",466,"Jefferys, Mr. Ernest Wilifred",22,"S","2classPass","","0","m",2,"2class",0,"1",0,320,144,0,189,252,913
"467",467,"Jenkin, Mr. Stephen Curnow",32,"S","2classPass","","0","m",2,"2class",0,"1",0,320,145,0,189,252,915
"468",468,"Jerwan, Mrs. Marie Marthe (née Thuillard)",23,"S","2classPass","11","0","f",2,"2class",1,"1",0,320,146,0,190,253,917
"469",469,"Kantor, Mr. Sinai",34,"S","2classPass","","1","m",2,"2class",0,"1",0,320,147,0,190,253,919
"470",470,"Kantor, Mrs. Miriam (née Sternin)",24,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,148,0,191,254,921
"471",471,"Karnes, Mrs. Claire (née Bennett)",28,"S","2classPass","","0","m",2,"2class",0,"1",0,320,149,0,191,254,923
"472",472,"Keane, Mr. Daniel",35,"Q","2classPass","","0","m",2,"2class",0,"1",0,320,150,0,191,254,925
"473",473,"Keane, Miss Nora Agnes",46,"Q","2classPass","10","0","f",2,"2class",1,"1",0,320,151,0,192,255,927
"474",474,"Kelly, Miss Florence ""Fannie""",45,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,152,0,193,256,929
"475",475,"Kirkland, Reverend Charles Leonard",52,"Q","2classPass","","0","m",2,"2class",0,"1",0,320,153,0,193,256,931
"476",476,"Knight, Mr. Robert J.",39,"B","2classPass","","0","m",2,"2class",0,"1",0,320,154,0,193,256,933
"477",477,"Krins, Mr. Georges Alexandré",23,"S","2classPass","","0","m",2,"2class",0,"1",0,320,155,0,193,256,935
"478",478,"Kvillner, Mr. Johan Henrik Johannesson",31,"S","2classPass","","1","m",2,"2class",0,"1",0,320,156,0,193,256,937
"479",479,"Lahtinen, Reverend William",35,"S","2classPass","","0","m",2,"2class",0,"1",0,320,157,0,193,256,939
"480",480,"Lahtinen, Mrs. Anna Amelia (née Sylfvén)",26,"S","2classPass","","0","f",2,"2class",0,"1",0,320,158,0,194,256,941
"481",481,"Lamb, Mr. John Joseph",30,"Q","2classPass","","0","m",2,"2class",0,"1",0,320,159,0,194,256,943
"482",482,"Laroche, Mr. Joseph Philippe Lemercier",25,"C","2classPass","","0","m",2,"2class",0,"1",0,320,160,0,194,256,945
"483",483,"Laroche, Mrs. Juliette Marie Louise (née Lafargue)",22,"C","2classPass","14","0","f",2,"2class",1,"1",0,320,161,0,195,257,947
"484",484,"Laroche, Miss Simoné Marie Anne Andrée",3,"C","2classPass","14","0","f",2,"2class",1,"0",0,320,162,0,196,258,948
"485",485,"Laroche, Miss Louise Marguerite",1,"C","2classPass","14","0","f",2,"2class",1,"0",0,320,163,0,197,259,949
"486",486,"Lehmann, Miss Bertha",17,"C","2classPass","12","0","f",2,"2class",1,"1",0,320,164,0,198,260,951
"487",487,"Leitch, Miss Jessie Wills",31,"S","2classPass","11","0","f",2,"2class",1,"1",0,320,165,0,199,261,953
"488",488,"Lemore, Mrs. Amelia ""Milley"" (née Hunt)",34,"S","2classPass","14","0","f",2,"2class",1,"1",0,320,166,0,200,262,955
"489",489,"Levy, Mr. René Jacques",36,"C","2classPass","","0","m",2,"2class",0,"1",0,320,167,0,200,262,957
"490",490,"Leyson, Mr. Robert William Norman",25,"S","2classPass","","1","m",2,"2class",0,"1",0,320,168,0,200,262,959
"491",491,"Lingane, Mr. John",61,"S","2classPass","","0","m",2,"2class",0,"1",0,320,169,0,200,262,961
"492",492,"Louch, Mr. Charles Alexander",50,"S","2classPass","","1","m",2,"2class",0,"1",0,320,170,0,200,262,963
"493",493,"Louch, Mrs. Alice Adelaide (née Slow)",42,"S","2classPass","14","0","f",2,"2class",1,"1",0,320,171,0,201,263,965
"494",494,"Mack, Mrs. Mary (née Lacy)",57,"S","2classPass","","1","f",2,"2class",0,"1",0,320,172,0,202,263,967
"495",495,"Malachard, Mr. Jean-Noël",25,"C","2classPass","","0","m",2,"2class",0,"1",0,320,173,0,202,263,969
"496",496,"Mallet, Mr. Albert",31,"C","2classPass","","0","m",2,"2class",0,"1",0,320,174,0,202,263,971
"497",497,"Mallet, Mrs. Antoinette Marie (née Magnin)",24,"C","2classPass","10","0","f",2,"2class",1,"1",0,320,175,0,203,264,973
"498",498,"Mallet, Master André Clément",1,"C","2classPass","10","0","m",2,"2class",1,"0",0,320,176,0,203,265,974
"499",499,"Mangiavacchi, Mr. Serafino Emilio",30,"C","2classPass","","0","m",2,"2class",0,"1",0,320,177,0,203,265,976
"500",500,"Matthews, Mr. William John",30,"S","2classPass","","0","m",2,"2class",0,"1",0,320,178,0,203,265,978
"501",501,"Maybery, Mr. Frank Hubert",36,"S","2classPass","","0","m",2,"2class",0,"1",0,320,179,0,203,265,980
"502",502,"McCrae, Mr. Arthur Gordon",32,"S","2classPass","","1","m",2,"2class",0,"1",0,320,180,0,203,265,982
"503",503,"McCrie, Mr. James Matthew",32,"S","2classPass","","0","m",2,"2class",0,"1",0,320,181,0,203,265,984
"504",504,"McKane, Mr. Peter David",46,"S","2classPass","","0","m",2,"2class",0,"1",0,320,182,0,203,265,986
"505",505,"Mellinger, Mrs. Elizabeth Anne (née Maidment)",41,"S","2classPass","14","0","f",2,"2class",1,"1",0,320,183,0,204,266,988
"506",506,"Mellinger, Miss Madeleine Violet",13,"S","2classPass","14","0","f",2,"2class",1,"0",0,320,184,0,205,267,989
"507",507,"Mellors, Mr. William John",19,"S","2classPass","B","0","m",2,"2class",1,"1",0,320,185,0,205,268,991
"508",508,"Meyer, Mr. August",31,"S","2classPass","","0","m",2,"2class",0,"1",0,320,186,0,205,268,993
"509",509,"Milling, Mr. Jacob Christian",48,"S","2classPass","","1","m",2,"2class",0,"1",0,320,187,0,205,268,995
"510",510,"Mitchell, Mr. Henry Michael",71,"S","2classPass","","0","m",2,"2class",0,"1",0,320,188,0,205,268,997
"511",511,"Montvila, Father Juozas",27,"S","2classPass","","0","m",2,"2class",0,"1",0,320,189,0,205,268,999
"512",512,"Moraweck, Dr. Ernest",54,"S","2classPass","","0","m",2,"2class",0,"1",0,320,190,0,205,268,1001
"513",513,"Morley, Mr. Henry Samuel (alias Mr. Henry Marshall)",38,"S","2classPass","","0","m",2,"2class",0,"1",0,320,191,0,205,268,1003
"514",514,"Mudd, Mr. Thomas Charles",16,"S","2classPass","","0","m",2,"2class",0,"1",0,320,192,0,205,268,1005
"515",515,"Myles, Mr. Thomas Francis",63,"Q","2classPass","","0","m",2,"2class",0,"1",0,320,193,0,205,268,1007
"516",516,"Nassr Allah, Mr. Niqula Khalil",28,"C","2classPass","","1","m",2,"2class",0,"1",0,320,194,0,205,268,1009
"517",517,"Nassr Allah, Mrs. Adal (née Akim)",14,"C","2classPass","?","0","f",2,"2class",1,"0",0,320,195,0,206,269,1010
"518",518,"Navratil, Mr. Michel (alias Louis M. Hoffman)",32,"S","2classPass","","1","m",2,"2class",0,"1",0,320,196,0,206,269,1012
"519",519,"Navratil, Master Michel Marcel",3,"S","2classPass","D","0","m",2,"2class",1,"0",0,320,197,0,206,270,1013
"520",520,"Navratil, Master Edmond Roger",2,"S","2classPass","D","0","m",2,"2class",1,"0",0,320,198,0,206,271,1014
"521",521,"Nesson, Mr. Israel",26,"S","2classPass","","0","m",2,"2class",0,"1",0,320,199,0,206,271,1016
"522",522,"Nicholls, Mr. Joseph Charles ""Joe""",19,"S","2classPass","","1","m",2,"2class",0,"1",0,320,200,0,206,271,1018
"523",523,"Norman, Mr. Robert Douglas",28,"S","2classPass","","1","m",2,"2class",0,"1",0,320,201,0,206,271,1020
"524",524,"Nye, Mrs. Elizabeth (née Ramell)",29,"S","2classPass","11","0","f",2,"2class",1,"1",0,320,202,0,207,272,1022
"525",525,"Otter, Mr. Richard",39,"S","2classPass","","0","m",2,"2class",0,"1",0,320,203,0,207,272,1024
"526",526,"Oxenham, Mr. Percy Thomas",22,"S","2classPass","13","0","m",2,"2class",1,"1",0,320,204,0,207,273,1026
"527",527,"Padron Manent, Mr. Julian",26,"C","2classPass","9","0","m",2,"2class",1,"1",0,320,205,0,207,274,1028
"528",528,"Pain, Dr. Alfred ""Alf""",23,"S","2classPass","","0","m",2,"2class",0,"1",0,320,206,0,207,274,1030
"529",529,"Pallas y Castello, Mr. Emilio",29,"C","2classPass","9","0","m",2,"2class",1,"1",0,320,207,0,207,275,1032
"530",530,"Parker, Mr. Clifford Richard",28,"S","2classPass","","0","m",2,"2class",0,"1",0,320,208,0,207,275,1034
"531",531,"Parkes, Mr. Francis ""Frank""",18,"B","2classPass","","0","m",2,"2class",0,"1",0,320,209,0,207,275,1036
"532",532,"Parrish, Mrs. Lutie Davis (née Temple)",60,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,210,0,208,276,1038
"533",533,"Pengelly, Mr. Frederick William",19,"S","2classPass","","0","m",2,"2class",0,"1",0,320,211,0,208,276,1040
"534",534,"Peruschitz, Father Josef",28,"S","2classPass","","0","m",2,"2class",0,"1",0,320,212,0,208,276,1042
"535",535,"Phillips, Mr. Escott Robert",42,"S","2classPass","","0","m",2,"2class",0,"1",0,320,213,0,208,276,1044
"536",536,"Phillips, Miss Alice Frances Louisa",21,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,214,0,209,277,1046
"537",537,"Phillips, Miss Kate Florence (alias Mrs. Kate Marshall)",19,"S","2classPass","11","0","f",2,"2class",1,"1",0,320,215,0,210,278,1048
"538",538,"Pinsky, Mrs. Rosa",21,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,216,0,211,279,1050
"539",539,"Ponesell, Mr. Martin",34,"S","2classPass","","0","m",2,"2class",0,"1",0,320,217,0,211,279,1052
"540",540,"Portaluppi, Mr. Emilio Ilario Giuseppe",34,"S","2classPass","14","0","m",2,"2class",1,"1",0,320,218,0,211,280,1054
"541",541,"Pulbaum, Mr. Franz",27,"S","2classPass","","0","m",2,"2class",0,"1",0,320,219,0,211,280,1056
"542",542,"Quick, Mrs. Jane (née Richards)",33,"S","2classPass","11","0","f",2,"2class",1,"1",0,320,220,0,212,281,1058
"543",543,"Quick, Miss Winnifred Vera",8,"S","2classPass","11","0","f",2,"2class",1,"0",0,320,221,0,213,282,1059
"544",544,"Quick, Miss Phyllis May",2,"S","2classPass","11","0","f",2,"2class",1,"0",0,320,222,0,214,283,1060
"545",545,"Reeves, Mr. David",36,"S","2classPass","","0","m",2,"2class",0,"1",0,320,223,0,214,283,1062
"546",546,"Renouf, Mr. Peter Henry",33,"S","2classPass","","0","m",2,"2class",0,"1",0,320,224,0,214,283,1064
"547",547,"Renouf, Mrs. Lillian ""Lily"" (née Jefferys)",30,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,225,0,215,284,1066
"548",548,"Reynaldo, Miss Encarnación",28,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,226,0,216,285,1068
"549",549,"Richard, Mr. Emile Philippe",23,"C","2classPass","","0","m",2,"2class",0,"1",0,320,227,0,216,285,1070
"550",550,"Richards, Mrs. Emily (née Hocking)",23,"S","2classPass","4","0","f",2,"2class",1,"1",0,320,228,0,217,286,1072
"551",551,"Richards, Master William Rowe",3,"S","2classPass","4","0","m",2,"2class",1,"0",0,320,229,0,217,287,1073
"553",553,"Ridsdale, Miss Lucy",50,"S","2classPass","13","0","f",2,"2class",1,"1",0,320,230,0,218,288,1075
"554",554,"Rogers, Mr. Reginald Harry",18,"S","2classPass","","0","m",2,"2class",0,"1",0,320,231,0,218,288,1077
"555",555,"Rugg, Miss Emily",21,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,232,0,219,289,1079
"556",556,"Schmidt, Mr. August",26,"S","2classPass","","0","m",2,"2class",0,"1",0,320,233,0,219,289,1081
"557",557,"Sedgwick, Mr. Charles Frederick Waddington",25,"S","2classPass","","0","m",2,"2class",0,"1",0,320,234,0,219,289,1083
"558",558,"Sharp, Mr. Percival James",27,"S","2classPass","","0","m",2,"2class",0,"1",0,320,235,0,219,289,1085
"559",559,"Shelley, Mrs. Imanita (née Parrish Hall)",25,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,236,0,220,290,1087
"560",560,"Silvén, Miss Lyyli Karolina",17,"S","2classPass","16","0","f",2,"2class",1,"1",0,320,237,0,221,291,1089
"561",561,"Sincock, Miss Maude",20,"S","2classPass","11","0","f",2,"2class",1,"1",0,320,238,0,222,292,1091
"562",562,"Sinkkonen, Miss Anna",30,"S","2classPass","10","0","f",2,"2class",1,"1",0,320,239,0,223,293,1093
"563",563,"Sjöstedt, Mr. Ernst Adolf",30,"S","2classPass","10","0","m",2,"2class",1,"1",0,320,240,0,223,294,1095
"564",564,"Slayter, Miss Hilda Mary",30,"Q","2classPass","13","0","f",2,"2class",1,"1",0,320,241,0,224,295,1097
"565",565,"Slemen, Mr. Richard James",35,"S","2classPass","","0","m",2,"2class",0,"1",0,320,242,0,224,295,1099
"566",566,"Smith, Miss Marion Elsie",39,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,243,0,225,296,1101
"567",567,"Sobey, Mr. Samuel James Hayden",25,"S","2classPass","","0","m",2,"2class",0,"1",0,320,244,0,225,296,1103
"568",568,"Stanton, Mr. Samuel Ward",42,"S","2classPass","","0","m",2,"2class",0,"1",0,320,245,0,225,296,1105
"569",569,"Stokes, Mr. Philip Joseph",25,"S","2classPass","","1","m",2,"2class",0,"1",0,320,246,0,225,296,1107
"570",570,"Sweet, Mr. George Frederick",14,"S","2classPass","","0","m",2,"2class",0,"0",0,320,247,0,225,296,1108
"571",571,"Taylor, Mr. Percy Cornelius",32,"S","2classPass","","0","m",2,"2class",0,"1",0,320,248,0,225,296,1110
"572",572,"Toomey, Miss Ellen Mary",48,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,249,0,226,297,1112
"573",573,"Troupiansky, Mr. Moses Aaron",23,"S","2classPass","","0","m",2,"2class",0,"1",0,320,250,0,226,297,1114
"574",574,"Trout, Mrs. Jessie L.",26,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,251,0,227,298,1116
"575",575,"Troutt, Miss Edwina Celia ""Winnie""",27,"S","2classPass","16","0","f",2,"2class",1,"1",0,320,252,0,228,299,1118
"576",576,"Turpin, Mr. William John Robert",29,"S","2classPass","","0","m",2,"2class",0,"1",0,320,253,0,228,299,1120
"577",577,"Turpin, Mrs. Dorothy Ann (née Wonnacott)",27,"S","2classPass","","0","f",2,"2class",0,"1",0,320,254,0,229,299,1122
"578",578,"Veal, Mr. James",40,"S","2classPass","","0","m",2,"2class",0,"1",0,320,255,0,229,299,1124
"579",579,"Wallcroft, Miss Ellen ""Nellie""",36,"S","2classPass","14","0","f",2,"2class",1,"1",0,320,256,0,230,300,1126
"580",580,"Ware, Mr. John James",45,"S","2classPass","","0","m",2,"2class",0,"1",0,320,257,0,230,300,1128
"581",581,"Ware, Mrs. Florence Louise (née Long)",31,"S","2classPass","10","0","f",2,"2class",1,"1",0,320,258,0,231,301,1130
"582",582,"Ware, Mr. William Jeffery",23,"S","2classPass","","0","m",2,"2class",0,"1",0,320,259,0,231,301,1132
"583",583,"Watson, Mr. Ennis Hastings",15,"B","2classPass","","0","m",2,"2class",0,"1",0,320,260,0,231,301,1134
"584",584,"Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)",40,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,261,0,232,302,1136
"585",585,"Watt, Miss Robertha Josephine ""Bertha""",12,"S","2classPass","9","0","f",2,"2class",1,"0",0,320,262,0,233,303,1137
"586",586,"Webber, Miss Susan",37,"S","2classPass","12","0","f",2,"2class",1,"1",0,320,263,0,234,304,1139
"587",587,"Weisz, Mr. Leopold",28,"S","2classPass","","1","m",2,"2class",0,"1",0,320,264,0,234,304,1141
"588",588,"Weisz, Mrs. Mathilde Françoise (née Pëde)",37,"S","2classPass","10","0","f",2,"2class",1,"1",0,320,265,0,235,305,1143
"589",589,"Wells, Mrs. Addie Dart (née Trevaskis)",29,"S","2classPass","14","0","f",2,"2class",1,"1",0,320,266,0,236,306,1145
"590",590,"Wells, Miss Joan",4,"S","2classPass","14","0","f",2,"2class",1,"0",0,320,267,0,237,307,1146
"591",591,"Wells, Master Ralph Lester",2,"S","2classPass","14","0","m",2,"2class",1,"0",0,320,268,0,237,308,1147
"592",592,"West, Mr. Edwy Arthur",36,"S","2classPass","","0","m",2,"2class",0,"1",0,320,269,0,237,308,1149
"593",593,"West, Mrs. Ada Mary (née Worth)",33,"S","2classPass","10","0","f",2,"2class",1,"1",0,320,270,0,238,309,1151
"594",594,"West, Miss Constance Mirium",4,"S","2classPass","10","0","f",2,"2class",1,"0",0,320,271,0,239,310,1152
"596",596,"Wheadon, Mr. Edward H.",66,"S","2classPass","","0","m",2,"2class",0,"1",0,320,272,0,239,310,1154
"597",597,"Wheeler, Mr. Edwin Charles ""Fred""",24,"S","2classPass","","0","m",2,"2class",0,"1",0,320,273,0,239,310,1156
"598",598,"Whilems, Mr. Charles",32,"S","2classPass","9","0","m",2,"2class",1,"1",0,320,274,0,239,311,1158
"599",599,"Wilkinson, Miss Elizabeth Anne (alias Mrs. Elizabeth Faunthorpe)",29,"S","2classPass","16","0","f",2,"2class",1,"1",0,320,275,0,240,312,1160
"600",600,"Williams, Mr. Charles Eugene",23,"S","2classPass","14","0","m",2,"2class",1,"1",0,320,276,0,240,313,1162
"601",601,"Woodward, Mr. John Wesley",32,"S","2classPass","","0","m",2,"2class",0,"1",0,320,277,0,240,313,1164
"602",602,"Wright, Miss Marion",26,"S","2classPass","9","0","f",2,"2class",1,"1",0,320,278,0,241,314,1166
"603",603,"Yvois, Miss Henriette",24,"S","2classPass","","0","m",2,"2class",0,"1",0,320,279,0,241,314,1168
"604",604,"Abbing, Mr. Anthony",40,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,1,241,314,1170
"605",605,"Abbott, Mrs. Rhoda Mary (née Hunt)",39,"S","3classPass","A","0","f",3,"3class",1,"1",0,320,279,2,242,315,1172
"606",606,"Abbott, Mr. Rossmore Edward",16,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,3,242,315,1174
"607",607,"Abbott, Mr. Eugene Joseph",14,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,4,242,315,1175
"608",608,"Abd al-Khaliq, Mr. Farid Qasim Husayn",18,"C","3classPass","","0","m",3,"3class",0,"1",0,320,279,5,242,315,1177
"609",609,"Abelseth, Miss Karen Marie",16,"S","3classPass","16","0","f",3,"3class",1,"1",0,320,279,6,243,316,1179
"610",610,"Abelseth, Mr. Olaus Jørgensen",25,"S","3classPass","A","0","m",3,"3class",1,"1",0,320,279,7,243,317,1181
"611",611,"Abrahamsson, Mr. Abraham August Johannes",20,"S","3classPass","15","0","m",3,"3class",1,"1",0,320,279,8,243,318,1183
"612",612,"Abrahim, Mrs. Mary Sophie Halaut (née Easu)",18,"C","3classPass","C","0","f",3,"3class",1,"1",0,320,279,9,244,319,1185
"613",613,"Adahl, Mr. Mauritz Nils Martin",30,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,10,244,319,1187
"614",614,"Adams, Mr. John",26,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,11,244,319,1189
"615",615,"Ahlin, Mrs. Johanna Persdotter (née Larsson)",40,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,12,244,319,1191
"616",616,"Aks, Mrs. Leah (née Rosen)",18,"S","3classPass","13","0","f",3,"3class",1,"1",0,320,279,13,245,320,1193
"618",618,"Al-Muna, Mr. Nasif Qasim",26,"C","3classPass","15","0","m",3,"3class",1,"1",0,320,279,14,245,321,1195
"619",619,"Alexander, Mr. William",23,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,15,245,321,1197
"620",620,"Alhomäki, Mr. Ilmari Rudolf",19,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,16,245,321,1199
"621",621,"Ali, Mr. Ahmed",24,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,17,245,321,1201
"622",622,"Ali, Mr. William",25,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,18,245,321,1203
"623",623,"Allen, Mr. William Henry",35,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,19,245,321,1205
"624",624,"Allum, Mr. Owen George",15,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,20,245,321,1207
"625",625,"Al-Zainni, Mr. Fahim Ruhanna",22,"C","3classPass","6","0","m",3,"3class",1,"1",0,320,279,21,245,322,1209
"626",626,"Andersen, Mr. Albert Karvin",33,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,22,245,322,1211
"627",627,"Andersen-Jensen, Miss Carla Christine",19,"S","3classPass","16","0","f",3,"3class",1,"1",0,320,279,23,246,323,1213
"628",628,"Andersson, Mr. Anders Johan",39,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,24,246,323,1215
"629",629,"Andersson, Mrs. Alfrida Konstantia (née Brogren)",39,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,25,247,323,1217
"630",630,"Andersson, Miss Sigrid Elisabeth",11,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,26,248,323,1218
"631",631,"Andersson, Miss Ingeborg Constanzia",9,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,27,249,323,1219
"632",632,"Andersson, Miss Ebba Iris Alfrida",6,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,28,250,323,1220
"633",633,"Andersson, Master Sigvard Harald Elias",4,"S","3classPass","","0","m",3,"3class",0,"0",0,320,279,29,250,323,1221
"634",634,"Andersson, Miss Ellis Anna Maria",2,"S","3classPass","","0","f",3,"3class",0,"0",0,320,279,30,251,323,1222
"635",635,"Andersson, Miss Erna Alexandra",17,"S","3classPass","D","0","f",3,"3class",1,"1",0,320,279,31,252,324,1224
"636",636,"Andersson, Miss Ida Augusta Margareta",38,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,32,253,324,1226
"637",637,"Andersson, Mr. Johan Samuel",26,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,33,253,324,1228
"638",638,"Andreasson, Mr. Paul Edvin",20,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,34,253,324,1230
"639",639,"Angheloff, Mr. Minko",26,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,35,253,324,1232
"640",640,"Arnold-Franchi, Mr. Josef",25,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,36,253,324,1234
"641",641,"Arnold-Franchi, Mrs. Josefine (née Franchi)",18,"S","3classPass","","0","f",3,"3class",0,"1",0,320,279,37,254,324,1236
"642",642,"Aronsson, Mr. Ernst Axel Algot",24,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,38,254,324,1238
"643",643,"Asim, Mr. Adola",35,"S","3classPass","","0","m",3,"3class",0,"1",0,320,279,39,254,324,1240
"644",644,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",40,"S","3classPass","","1","m",3,"3class",0,"1",0,320,279,40,254,324,1242
"645",645,"Asplund, Mrs. Selma Augusta Emilia (née Johansson)",38,"S","3classPass","15","0","f",3,"3class",1,"1",0,320,279,41,255,325,1244
